periodo,cole_mcpio_ubicacion,estrato_num,edu_madre_num,edu_padre_num,indice_activos,fami_tienecomputador,fami_tieneinternet,fami_tieneautomovil,fami_tienelavadora,es_privado,es_urbano,cole_bilingue,genero_num,punt_matematicas,punt_lectura_critica,punt_c_naturales,punt_sociales_ciudadanas,punt_ingles,punt_global,bajo_rendimiento,desemp_ingles
20181,MANIZALES,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,,0.0,37.0,53.0,47.0,41.0,29.0,217.0,1,A-
20181,MANIZALES,2,4.0,1.0,2.0,1.0,1.0,0.0,0.0,1,1,0.0,0.0,50.0,60.0,63.0,64.0,57.0,295.0,0,A1
20181,VILLAMARÍA,6,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1,0,,1.0,60.0,65.0,60.0,58.0,65.0,305.0,0,A2
20181,MANIZALES,1,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,0.0,39.0,39.0,49.0,49.0,42.0,219.0,1,A-
20181,MANIZALES,6,9.0,6.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,75.0,76.0,72.0,76.0,83.0,377.0,0,B+
20181,MANIZALES,4,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,81.0,77.0,100.0,84.0,86.0,428.0,0,B+
20181,MANIZALES,4,8.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,1.0,0.0,49.0,54.0,54.0,47.0,62.0,259.0,0,A2
20181,MANIZALES,6,9.0,6.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,75.0,76.0,72.0,76.0,83.0,377.0,0,B+
20181,VILLAMARÍA,5,7.0,5.0,3.0,1.0,0.0,1.0,1.0,1,0,1.0,1.0,70.0,61.0,53.0,58.0,81.0,310.0,0,B+
20181,VILLAMARÍA,6,8.0,6.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,67.0,71.0,55.0,63.0,82.0,327.0,0,B+
20181,MANIZALES,4,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,77.0,78.0,74.0,82.0,88.0,393.0,0,B+
20181,MANIZALES,2,1.0,,2.0,0.0,1.0,0.0,1.0,0,1,,0.0,31.0,44.0,35.0,24.0,35.0,168.0,1,A-
20181,VILLAMARÍA,6,9.0,,4.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,65.0,71.0,65.0,75.0,85.0,351.0,0,B+
20181,MANIZALES,2,1.0,3.0,3.0,1.0,1.0,0.0,1.0,0,1,,1.0,52.0,56.0,45.0,43.0,50.0,245.0,0,A1
20181,MANIZALES,4,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,66.0,64.0,69.0,68.0,81.0,339.0,0,B+
20181,MANIZALES,5,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,62.0,65.0,64.0,59.0,74.0,317.0,0,B1
20181,VILLAMARÍA,4,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,67.0,78.0,74.0,68.0,67.0,357.0,0,A2
20181,LA DORADA,3,4.0,4.0,2.0,0.0,1.0,0.0,1.0,0,1,0.0,0.0,47.0,45.0,46.0,39.0,44.0,221.0,1,A-
20181,VILLAMARÍA,6,8.0,,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,48.0,40.0,41.0,36.0,71.0,218.0,1,B1
20181,MANIZALES,5,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,62.0,65.0,64.0,59.0,74.0,317.0,0,B1
20181,VICTORIA,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,33.0,39.0,33.0,39.0,28.0,177.0,1,A-
20181,MANIZALES,3,8.0,8.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,0.0,76.0,77.0,76.0,76.0,75.0,381.0,0,B1
20181,LA DORADA,2,4.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,64.0,62.0,65.0,56.0,50.0,304.0,0,A1
20181,VILLAMARÍA,6,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1,0,,1.0,60.0,65.0,60.0,58.0,65.0,305.0,0,A2
20181,VILLAMARÍA,6,9.0,4.0,4.0,1.0,1.0,1.0,1.0,1,0,,1.0,71.0,60.0,64.0,61.0,80.0,326.0,0,B+
20181,VILLAMARÍA,6,8.0,,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,48.0,40.0,41.0,36.0,71.0,218.0,1,B1
20181,MANIZALES,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,74.0,76.0,71.0,67.0,89.0,367.0,0,B+
20181,VILLAMARÍA,4,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,67.0,78.0,74.0,68.0,67.0,357.0,0,A2
20181,VILLAMARÍA,4,6.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,71.0,70.0,74.0,63.0,78.0,351.0,0,B1
20181,LA DORADA,2,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0,1,0.0,0.0,40.0,37.0,36.0,41.0,36.0,192.0,1,A-
20181,MANIZALES,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,74.0,76.0,71.0,67.0,89.0,367.0,0,B+
20181,MANIZALES,4,8.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,1.0,0.0,49.0,54.0,54.0,47.0,62.0,259.0,0,A2
20181,VILLAMARÍA,4,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,73.0,65.0,75.0,66.0,85.0,355.0,0,B+
20181,VILLAMARÍA,4,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,67.0,66.0,69.0,66.0,88.0,343.0,0,B+
20181,MANIZALES,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,84.0,75.0,80.0,75.0,89.0,397.0,0,B+
20181,MANIZALES,3,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1,1,0.0,1.0,47.0,48.0,51.0,54.0,48.0,249.0,0,A1
20181,VILLAMARÍA,4,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,0,,1.0,49.0,54.0,55.0,60.0,78.0,282.0,0,B1
20181,MANIZALES,3,8.0,8.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,0.0,76.0,77.0,76.0,76.0,75.0,381.0,0,B1
20181,MANIZALES,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,84.0,75.0,80.0,75.0,89.0,397.0,0,B+
20181,MANIZALES,2,1.0,4.0,3.0,0.0,1.0,1.0,1.0,1,1,0.0,0.0,37.0,45.0,44.0,37.0,43.0,205.0,1,A-
20181,VILLAMARÍA,4,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,73.0,65.0,75.0,66.0,85.0,355.0,0,B+
20181,VITERBO,2,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,34.0,33.0,36.0,34.0,36.0,172.0,1,A-
20181,MANZANARES,2,2.0,0.0,2.0,1.0,,0.0,1.0,0,1,0.0,1.0,40.0,53.0,43.0,39.0,52.0,222.0,1,A1
20181,MANIZALES,6,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,1.0,0.0,70.0,75.0,100.0,78.0,82.0,404.0,0,B+
20181,VILLAMARÍA,6,9.0,4.0,4.0,1.0,1.0,1.0,1.0,1,0,,1.0,71.0,60.0,64.0,61.0,80.0,326.0,0,B+
20181,MANIZALES,3,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,60.0,70.0,64.0,64.0,76.0,327.0,0,B1
20181,MANIZALES,1,2.0,,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1.0,26.0,40.0,37.0,35.0,44.0,176.0,1,A-
20181,MANIZALES,6,8.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,75.0,77.0,75.0,75.0,80.0,379.0,0,B+
20181,MANIZALES,3,1.0,4.0,1.0,0.0,0.0,0.0,1.0,1,1,0.0,1.0,53.0,51.0,53.0,48.0,45.0,254.0,0,A-
20181,VILLAMARÍA,4,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,67.0,66.0,69.0,66.0,88.0,343.0,0,B+
20181,MANZANARES,1,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,48.0,43.0,44.0,40.0,41.0,218.0,1,A-
20181,VILLAMARÍA,6,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1,0,,0.0,56.0,54.0,55.0,50.0,74.0,277.0,0,B1
20181,MANIZALES,6,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,72.0,59.0,66.0,66.0,77.0,333.0,0,B1
20181,MANIZALES,3,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,60.0,70.0,64.0,64.0,76.0,327.0,0,B1
20181,VILLAMARÍA,6,9.0,4.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,63.0,54.0,55.0,46.0,41.0,267.0,0,A-
20181,VILLAMARÍA,6,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1,0,,0.0,56.0,54.0,55.0,50.0,74.0,277.0,0,B1
20181,VILLAMARÍA,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,65.0,72.0,67.0,68.0,78.0,344.0,0,B1
20181,MANIZALES,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,64.0,55.0,64.0,59.0,73.0,307.0,0,B1
20181,MANIZALES,5,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,62.0,63.0,65.0,69.0,81.0,330.0,0,B+
20181,MANZANARES,2,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0,1,0.0,0.0,45.0,40.0,37.0,40.0,35.0,200.0,1,A-
20181,VILLAMARÍA,5,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,,0.0,56.0,63.0,53.0,62.0,67.0,296.0,0,A2
20181,MANIZALES,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,64.0,55.0,64.0,59.0,73.0,307.0,0,B1
20181,MANIZALES,5,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,62.0,63.0,65.0,69.0,81.0,330.0,0,B+
20181,MANIZALES,6,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,1.0,0.0,70.0,75.0,100.0,78.0,82.0,404.0,0,B+
20181,VILLAMARÍA,6,9.0,,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,69.0,58.0,66.0,53.0,83.0,316.0,0,B+
20181,MANIZALES,2,6.0,3.0,2.0,0.0,1.0,0.0,1.0,1,1,0.0,1.0,53.0,55.0,51.0,56.0,58.0,270.0,0,A2
20181,VILLAMARÍA,6,9.0,4.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,63.0,54.0,55.0,46.0,41.0,267.0,0,A-
20181,VICTORIA,2,5.0,4.0,2.0,1.0,1.0,0.0,0.0,0,1,0.0,1.0,38.0,49.0,36.0,52.0,40.0,217.0,1,A-
20181,MANIZALES,1,1.0,4.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,0.0,39.0,45.0,39.0,33.0,46.0,198.0,1,A-
20181,MANIZALES,4,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,66.0,64.0,69.0,68.0,81.0,339.0,0,B+
20181,MANZANARES,3,4.0,,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,50.0,41.0,44.0,41.0,40.0,218.0,1,A-
20181,VILLAMARÍA,5,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,65.0,62.0,68.0,59.0,81.0,324.0,0,B+
20181,VILLAMARÍA,6,9.0,,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,69.0,58.0,66.0,53.0,83.0,316.0,0,B+
20181,MANIZALES,2,4.0,4.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,52.0,54.0,56.0,53.0,58.0,270.0,0,A2
20181,VICTORIA,2,,,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,34.0,47.0,39.0,37.0,34.0,194.0,1,A-
20181,LA DORADA,2,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,23.0,40.0,40.0,44.0,23.0,178.0,1,A-
20181,MANIZALES,5,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,65.0,74.0,60.0,82.0,72.0,352.0,0,B1
20181,VILLAMARÍA,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,65.0,72.0,67.0,68.0,78.0,344.0,0,B1
20181,MANIZALES,2,8.0,7.0,2.0,1.0,0.0,0.0,1.0,1,1,0.0,1.0,36.0,37.0,40.0,47.0,44.0,202.0,1,A-
20181,MANIZALES,6,8.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,75.0,77.0,75.0,75.0,80.0,379.0,0,B+
20181,MANIZALES,5,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,65.0,74.0,60.0,82.0,72.0,352.0,0,B1
20181,MANIZALES,4,6.0,4.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,47.0,63.0,52.0,50.0,67.0,270.0,0,A2
20181,VITERBO,3,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,24.0,42.0,41.0,43.0,32.0,185.0,1,A-
20181,VILLAMARÍA,5,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,65.0,62.0,68.0,59.0,81.0,324.0,0,B+
20181,VILLAMARÍA,5,,,4.0,1.0,1.0,1.0,1.0,1,0,,1.0,39.0,49.0,37.0,30.0,66.0,204.0,1,A2
20181,MANIZALES,4,5.0,4.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,48.0,59.0,48.0,48.0,49.0,253.0,0,A1
20181,VILLAMARÍA,6,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,73.0,66.0,71.0,70.0,74.0,352.0,0,B1
20181,MANIZALES,2,3.0,2.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,45.0,46.0,47.0,54.0,41.0,237.0,0,A-
20181,VILLAMARÍA,5,,,4.0,1.0,1.0,1.0,1.0,1,0,,1.0,39.0,49.0,37.0,30.0,66.0,204.0,1,A2
20181,VICTORIA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,34.0,47.0,32.0,38.0,29.0,185.0,1,A-
20181,VILLAMARÍA,6,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,73.0,66.0,71.0,70.0,74.0,352.0,0,B1
20181,VILLAMARÍA,4,6.0,5.0,4.0,1.0,1.0,1.0,1.0,1,0,,1.0,62.0,64.0,60.0,67.0,75.0,321.0,0,B1
20181,VILLAMARÍA,5,8.0,4.0,3.0,1.0,1.0,0.0,1.0,1,0,,0.0,52.0,61.0,63.0,62.0,88.0,308.0,0,B+
20181,MANIZALES,2,4.0,1.0,2.0,1.0,0.0,0.0,1.0,1,1,0.0,0.0,52.0,52.0,47.0,47.0,35.0,242.0,0,A-
20181,MANIZALES,2,4.0,8.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,45.0,53.0,46.0,42.0,49.0,233.0,0,A1
20181,MANIZALES,6,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,1.0,0.0,58.0,77.0,58.0,66.0,81.0,330.0,0,B+
20181,VILLAMARÍA,4,8.0,,4.0,1.0,1.0,1.0,1.0,1,0,,1.0,67.0,65.0,63.0,59.0,76.0,322.0,0,B1
20181,VILLAMARÍA,4,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,84.0,75.0,100.0,82.0,100.0,432.0,0,B+
20181,VILLAMARÍA,5,8.0,4.0,3.0,1.0,1.0,0.0,1.0,1,0,,0.0,52.0,61.0,63.0,62.0,88.0,308.0,0,B+
20181,VILLAMARÍA,5,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,61.0,72.0,62.0,63.0,74.0,326.0,0,B1
20181,MANIZALES,2,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1,1,0.0,0.0,44.0,53.0,50.0,51.0,39.0,243.0,0,A-
20181,MANIZALES,4,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,62.0,54.0,59.0,56.0,60.0,290.0,0,A2
20181,VICTORIA,1,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0,0,,1.0,53.0,42.0,35.0,45.0,41.0,218.0,1,A-
20181,MANIZALES,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,69.0,64.0,70.0,62.0,80.0,337.0,0,B+
20181,VILLAMARÍA,4,8.0,,4.0,1.0,1.0,1.0,1.0,1,0,,1.0,67.0,65.0,63.0,59.0,76.0,322.0,0,B1
20181,LA DORADA,2,6.0,,3.0,1.0,1.0,0.0,1.0,1,1,0.0,0.0,42.0,49.0,44.0,57.0,68.0,248.0,0,B1
20181,MANIZALES,3,6.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,40.0,47.0,41.0,42.0,56.0,218.0,1,A1
20181,MANIZALES,3,3.0,,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1.0,55.0,59.0,38.0,51.0,46.0,252.0,0,A-
20181,MANIZALES,5,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,59.0,72.0,50.0,61.0,59.0,302.0,0,A2
20181,VILLAMARÍA,6,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,69.0,64.0,70.0,63.0,77.0,337.0,0,B1
20181,MANIZALES,5,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,59.0,72.0,50.0,61.0,59.0,302.0,0,A2
20181,MANIZALES,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,69.0,64.0,70.0,62.0,80.0,337.0,0,B+
20181,VILLAMARÍA,5,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,,0.0,56.0,63.0,53.0,62.0,67.0,296.0,0,A2
20181,VILLAMARÍA,6,8.0,8.0,3.0,1.0,,1.0,1.0,1,0,0.0,1.0,43.0,51.0,52.0,48.0,65.0,249.0,0,A2
20181,MANIZALES,6,6.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,70.0,73.0,76.0,74.0,69.0,365.0,0,B1
20181,VICTORIA,2,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0,0,,0.0,49.0,51.0,51.0,54.0,43.0,253.0,0,A-
20181,MANIZALES,4,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,73.0,64.0,63.0,67.0,76.0,337.0,0,B1
20181,VILLAMARÍA,6,8.0,8.0,3.0,1.0,,1.0,1.0,1,0,0.0,1.0,43.0,51.0,52.0,48.0,65.0,249.0,0,A2
20181,VILLAMARÍA,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,69.0,66.0,64.0,67.0,83.0,339.0,0,B+
20181,VILLAMARÍA,4,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,84.0,75.0,100.0,82.0,100.0,432.0,0,B+
20181,VILLAMARÍA,6,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,65.0,69.0,63.0,66.0,84.0,336.0,0,B+
20181,VILLAMARÍA,6,7.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,67.0,63.0,66.0,57.0,84.0,324.0,0,B+
20181,MANIZALES,1,8.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,47.0,60.0,49.0,54.0,54.0,263.0,0,A1
20181,VILLAMARÍA,6,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,65.0,69.0,63.0,66.0,84.0,336.0,0,B+
20181,MANIZALES,5,4.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,64.0,69.0,66.0,74.0,68.0,341.0,0,B1
20181,MANIZALES,3,8.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,52.0,48.0,59.0,49.0,68.0,266.0,0,B1
20181,VILLAMARÍA,5,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,61.0,72.0,62.0,63.0,74.0,326.0,0,B1
20181,MANIZALES,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,75.0,79.0,74.0,68.0,78.0,372.0,0,B1
20181,VILLAMARÍA,6,8.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,70.0,65.0,67.0,75.0,76.0,349.0,0,B1
20181,MANZANARES,1,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,38.0,43.0,45.0,39.0,44.0,207.0,1,A-
20181,VILLAMARÍA,4,8.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,67.0,71.0,67.0,77.0,84.0,358.0,0,B+
20181,MANIZALES,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,55.0,62.0,62.0,57.0,66.0,298.0,0,A2
20181,VILLAMARÍA,5,9.0,3.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,60.0,60.0,59.0,65.0,62.0,305.0,0,A2
20181,MANIZALES,3,,,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,40.0,39.0,37.0,40.0,35.0,193.0,1,A-
20181,MANIZALES,4,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,56.0,63.0,65.0,59.0,73.0,308.0,0,B1
20181,MANIZALES,5,6.0,8.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,0.0,67.0,64.0,50.0,70.0,71.0,317.0,0,B1
20181,VILLAMARÍA,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,69.0,66.0,64.0,67.0,83.0,339.0,0,B+
20181,VILLAMARÍA,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,67.0,80.0,66.0,63.0,80.0,349.0,0,B+
20181,VILLAMARÍA,4,9.0,3.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,62.0,70.0,62.0,69.0,81.0,335.0,0,B+
20181,VILLAMARÍA,5,9.0,3.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,60.0,60.0,59.0,65.0,62.0,305.0,0,A2
20181,VILLAMARÍA,4,8.0,4.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,69.0,67.0,71.0,65.0,75.0,343.0,0,B1
20181,VILLAMARÍA,6,8.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,65.0,58.0,61.0,56.0,64.0,302.0,0,A2
20181,MANIZALES,6,8.0,8.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,73.0,69.0,67.0,70.0,75.0,351.0,0,B1
20181,VILLAMARÍA,4,8.0,4.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,69.0,67.0,71.0,65.0,75.0,343.0,0,B1
20181,VILLAMARÍA,4,8.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,67.0,71.0,67.0,77.0,84.0,358.0,0,B+
20181,MANZANARES,1,4.0,1.0,3.0,1.0,0.0,1.0,1.0,0,1,0.0,0.0,49.0,55.0,58.0,59.0,39.0,270.0,0,A-
20181,VILLAMARÍA,6,8.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,70.0,65.0,67.0,75.0,76.0,349.0,0,B1
20181,MANIZALES,6,6.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,70.0,73.0,76.0,74.0,69.0,365.0,0,B1
20181,VILLAMARÍA,6,8.0,9.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,65.0,58.0,61.0,56.0,64.0,302.0,0,A2
20181,MANIZALES,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,75.0,79.0,74.0,68.0,78.0,372.0,0,B1
20181,VILLAMARÍA,6,7.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,67.0,63.0,66.0,57.0,84.0,324.0,0,B+
20181,MANIZALES,3,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,66.0,67.0,70.0,60.0,53.0,324.0,0,A1
20181,MANIZALES,3,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,43.0,62.0,34.0,48.0,42.0,232.0,0,A-
20181,MANIZALES,6,9.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,55.0,62.0,62.0,57.0,66.0,298.0,0,A2
20181,MANIZALES,4,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,62.0,54.0,59.0,56.0,60.0,290.0,0,A2
20181,MANIZALES,2,4.0,4.0,3.0,1.0,0.0,1.0,1.0,1,1,0.0,1.0,34.0,51.0,42.0,47.0,57.0,223.0,1,A1
20181,MANIZALES,4,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,56.0,63.0,65.0,59.0,73.0,308.0,0,B1
20181,VILLAMARÍA,4,9.0,3.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,0.0,62.0,70.0,62.0,69.0,81.0,335.0,0,B+
20181,VICTORIA,1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,32.0,33.0,31.0,29.0,47.0,162.0,1,A-
20181,LA DORADA,2,6.0,8.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,67.0,65.0,65.0,67.0,61.0,328.0,0,A2
20181,MANIZALES,6,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,61.0,61.0,59.0,63.0,66.0,307.0,0,A2
20181,VILLAMARÍA,6,9.0,8.0,3.0,1.0,1.0,0.0,1.0,1,0,1.0,1.0,72.0,69.0,74.0,75.0,87.0,368.0,0,B+
20181,LA DORADA,3,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1,1,0.0,1.0,46.0,67.0,40.0,58.0,52.0,263.0,0,A1
20181,MANIZALES,3,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,66.0,67.0,70.0,60.0,53.0,324.0,0,A1
20181,MANIZALES,6,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,61.0,61.0,59.0,63.0,66.0,307.0,0,A2
20181,VILLAMARÍA,6,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,59.0,61.0,63.0,66.0,67.0,313.0,0,A2
20181,VILLAMARÍA,6,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,69.0,64.0,70.0,63.0,77.0,337.0,0,B1
20181,MANZANARES,2,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,33.0,48.0,37.0,26.0,31.0,178.0,1,A-
20181,VILLAMARÍA,6,9.0,8.0,3.0,1.0,1.0,0.0,1.0,1,0,1.0,1.0,72.0,69.0,74.0,75.0,87.0,368.0,0,B+
