"periodo","cole_mcpio_ubicacion","cole_depto_ubicacion","punt_matematicas","punt_lectura_critica","punt_global","fami_estratovivienda","fami_educacionmadre","fami_educacionpadre","fami_personashogar","fami_cuartoshogar","fami_tienecomputador","fami_tieneinternet","fami_tieneautomovil","fami_tienelavadora","punt_c_naturales","punt_sociales_ciudadanas","punt_ingles","cole_naturaleza","cole_area_ubicacion","cole_bilingue","estu_genero","desemp_ingles"
"20194","MANIZALES","CALDAS","42.0","42","222","Estrato 3","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","5 a 6","Dos","Si","Si","No","No","50","49","27.0","OFICIAL","URBANO","N","M","A-"
"20194","CHINCHINÁ","CALDAS","45.0","55","237","Estrato 2","Primaria incompleta","Educación profesional completa","5 a 6","Cuatro","Si","Si","No","Si","40","49","48.0","OFICIAL","URBANO","N","F","A1"
"20194","SUPÍA","CALDAS","41.0","39","203","Estrato 1","Secundaria (Bachillerato) incompleta","Primaria completa","3 a 4","Tres","Si","No","No","Si","42","39","44.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","46.0","62","248","Estrato 1","Secundaria (Bachillerato) completa","Primaria completa","5 a 6","Cuatro","No","No","No","No","38","57","36.0","OFICIAL","RURAL","N","F","A-"
"20194","MANIZALES","CALDAS","51.0","58","269","Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","3 a 4","Dos","Si","Si","No","Si","49","56","57.0","NO OFICIAL","URBANO","N","F","A1"
"20194","CHINCHINÁ","CALDAS","45.0","55","237","Estrato 2","Primaria incompleta","Educación profesional completa","5 a 6","Cuatro","Si","Si","No","Si","40","49","48.0","OFICIAL","URBANO","N","F","A1"
"20194","MANIZALES","CALDAS","58.0","57","269","Estrato 1","Primaria incompleta","Primaria incompleta","3 a 4","Dos","Si","Si","No","Si","51","51","48.0","OFICIAL","URBANO","N","F","A1"
"20194","MANIZALES","CALDAS","46.0","62","248","Estrato 1","Secundaria (Bachillerato) completa","Primaria completa","5 a 6","Cuatro","No","No","No","No","38","57","36.0","OFICIAL","RURAL","N","F","A-"
"20194","LA DORADA","CALDAS","35.0","49","198","Estrato 2","Ninguno","No sabe","5 a 6","Tres","No","Si","No","Si","37","37","42.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","57.0","72","323","Estrato 3","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","5 a 6","Cuatro","Si","Si","Si","Si","61","69","63.0","OFICIAL","URBANO","N","F","A2"
"20194","MANIZALES","CALDAS","58.0","57","269","Estrato 1","Primaria incompleta","Primaria incompleta","3 a 4","Dos","Si","Si","No","Si","51","51","48.0","OFICIAL","URBANO","N","F","A1"
"20194","SUPÍA","CALDAS","66.0","63","310","Estrato 6","Primaria completa","Ninguno","5 a 6","Seis o mas","No","Si","No","Si","64","58","54.0","OFICIAL","URBANO","N","M","A1"
"20194","MANIZALES","CALDAS","51.0","58","269","Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","3 a 4","Dos","Si","Si","No","Si","49","56","57.0","NO OFICIAL","URBANO","N","F","A1"
"20194","ARANZAZU","CALDAS","55.0","46","220","Sin Estrato","Ninguno","Ninguno","7 a 8","Dos","No","No","No","No","39","38","37.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","43.0","52","228","Estrato 3","Primaria completa","Primaria completa","1 a 2","Dos","No","Si","No","No","41","44","54.0","OFICIAL","URBANO","N","F","A1"
"20194","AGUADAS","CALDAS","56.0","51","250","Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","5 a 6","Dos","Si","Si","No","Si","50","43","51.0","OFICIAL","URBANO","N","F","A1"
"20194","MANIZALES","CALDAS","57.0","58","277","Estrato 2","Primaria completa","Primaria completa","3 a 4","Tres","Si","Si","Si","Si","54","52","57.0","OFICIAL","URBANO","N","M","A1"
"20194","MANIZALES","CALDAS","52.0","50","232","Estrato 2","Técnica o tecnológica incompleta","No sabe","3 a 4","Tres","Si","No","No","Si","43","43","40.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","43.0","52","228","Estrato 3","Primaria completa","Primaria completa","1 a 2","Dos","No","Si","No","No","41","44","54.0","OFICIAL","URBANO","N","F","A1"
"20194","AGUADAS","CALDAS","56.0","51","250","Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","5 a 6","Dos","Si","Si","No","Si","50","43","51.0","OFICIAL","URBANO","N","F","A1"
"20194","MANIZALES","CALDAS","57.0","58","277","Estrato 2","Primaria completa","Primaria completa","3 a 4","Tres","Si","Si","Si","Si","54","52","57.0","OFICIAL","URBANO","N","M","A1"
"20194","ARANZAZU","CALDAS","55.0","46","220","Sin Estrato","Ninguno","Ninguno","7 a 8","Dos","No","No","No","No","39","38","37.0","OFICIAL","URBANO","N","F","A-"
"20194","RIOSUCIO","CALDAS","53.0","63","284","Estrato 1","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","5 a 6","Cuatro","Si","Si","Si","Si","54","56","61.0","OFICIAL","URBANO","N","F","A2"
"20194","MANZANARES","CALDAS","72.0","78","359","Estrato 2","Secundaria (Bachillerato) completa","Primaria incompleta","3 a 4","Tres","No","No","No","Si","66","74","63.0","OFICIAL","RURAL","N","F","A2"
"20194","RISARALDA","CALDAS","64.0","67","321","Estrato 3","Educación profesional completa","Secundaria (Bachillerato) completa","3 a 4","Tres","Si","Si","Si","Si","67","60","60.0","OFICIAL","URBANO","N","F","A2"
"20194","MANIZALES","CALDAS","61.0","64","287","Estrato 3","Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","3 a 4","Tres","Si","Si","Si","Si","55","52","49.0","OFICIAL","URBANO","N","M","A1"
"20194","RIOSUCIO","CALDAS","53.0","63","284","Estrato 1","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","5 a 6","Cuatro","Si","Si","Si","Si","54","56","61.0","OFICIAL","URBANO","N","F","A2"
"20194","PÁCORA","CALDAS","63.0","66","313","Estrato 2","Educación profesional completa","Secundaria (Bachillerato) completa","1 a 2","Dos","Si","Si","No","Si","62","66","44.0","OFICIAL","URBANO","N","F","A-"
"20194","LA DORADA","CALDAS","35.0","49","198","Estrato 2","Ninguno","No sabe","5 a 6","Tres","No","Si","No","Si","37","37","42.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","61.0","64","287","Estrato 3","Secundaria (Bachillerato) completa","Técnica o tecnológica incompleta","3 a 4","Tres","Si","Si","Si","Si","55","52","49.0","OFICIAL","URBANO","N","M","A1"
"20194","MANIZALES","CALDAS","52.0","61","260","Estrato 2","Primaria completa","Secundaria (Bachillerato) incompleta","3 a 4","Dos","Si","Si","No","Si","49","48","45.0","OFICIAL","URBANO","N","F","A-"
"20194","PÁCORA","CALDAS","63.0","66","313","Estrato 2","Educación profesional completa","Secundaria (Bachillerato) completa","1 a 2","Dos","Si","Si","No","Si","62","66","44.0","OFICIAL","URBANO","N","F","A-"
"20194","RISARALDA","CALDAS","64.0","67","321","Estrato 3","Educación profesional completa","Secundaria (Bachillerato) completa","3 a 4","Tres","Si","Si","Si","Si","67","60","60.0","OFICIAL","URBANO","N","F","A2"
"20194","VITERBO","CALDAS","41.0","39","196","Estrato 1","Secundaria (Bachillerato) completa","Primaria incompleta","3 a 4","Tres","No","No","No","Si","42","32","48.0","OFICIAL","URBANO","N","F","A1"
"20194","MANIZALES","CALDAS","52.0","61","260","Estrato 2","Primaria completa","Secundaria (Bachillerato) incompleta","3 a 4","Dos","Si","Si","No","Si","49","48","45.0","OFICIAL","URBANO","N","F","A-"
"20194","BELALCÁZAR","CALDAS","39.0","45","193","Estrato 2","Primaria incompleta","Primaria incompleta","7 a 8","Tres","No","No","No","No","43","29","35.0","OFICIAL","RURAL","","M","A-"
"20194","MANIZALES","CALDAS","52.0","56","224","","","","","","","","","","53","26","22.0","OFICIAL","URBANO","N","M","A-"
"20194","VITERBO","CALDAS","41.0","39","196","Estrato 1","Secundaria (Bachillerato) completa","Primaria incompleta","3 a 4","Tres","No","No","No","Si","42","32","48.0","OFICIAL","URBANO","N","F","A1"
"20194","RIOSUCIO","CALDAS","30.0","24","162","Estrato 3","Primaria completa","Primaria completa","3 a 4","Dos","No","No","No","No","43","30","39.0","OFICIAL","RURAL","N","M","A-"
"20194","BELALCÁZAR","CALDAS","39.0","45","193","Estrato 2","Primaria incompleta","Primaria incompleta","7 a 8","Tres","No","No","No","No","43","29","35.0","OFICIAL","RURAL","","M","A-"
"20194","NORCASIA","CALDAS","45.0","53","225","Estrato 1","Primaria incompleta","Primaria completa","5 a 6","Tres","No","No","No","Si","42","40","44.0","OFICIAL","URBANO","N","F","A-"
"20194","VILLAMARÍA","CALDAS","56.0","71","303","Estrato 3","Educación profesional completa","Educación profesional completa","3 a 4","Tres","Si","Si","Si","Si","59","59","53.0","NO OFICIAL","URBANO","N","F","A1"
"20194","MANIZALES","CALDAS","71.0","69","344","Estrato 3","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","3 a 4","Tres","Si","Si","No","Si","71","65","66.0","NO OFICIAL","URBANO","N","M","A2"
"20194","MANIZALES","CALDAS","65.0","62","312","Estrato 3","Secundaria (Bachillerato) completa","Primaria incompleta","3 a 4","Dos","Si","Si","No","Si","62","59","68.0","OFICIAL","URBANO","N","F","B1"
"20194","NORCASIA","CALDAS","45.0","53","225","Estrato 1","Primaria incompleta","Primaria completa","5 a 6","Tres","No","No","No","Si","42","40","44.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","52.0","50","232","Estrato 2","Técnica o tecnológica incompleta","No sabe","3 a 4","Tres","Si","No","No","Si","43","43","40.0","OFICIAL","URBANO","N","F","A-"
"20194","VILLAMARÍA","CALDAS","59.0","54","241","Estrato 4","Educación profesional completa","Educación profesional completa","3 a 4","Dos","Si","Si","Si","Si","43","35","53.0","NO OFICIAL","RURAL","","M","A1"
"20194","MANIZALES","CALDAS","65.0","62","312","Estrato 3","Secundaria (Bachillerato) completa","Primaria incompleta","3 a 4","Dos","Si","Si","No","Si","62","59","68.0","OFICIAL","URBANO","N","F","B1"
"20194","LA DORADA","CALDAS","47.0","58","261","Estrato 3","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","3 a 4","Dos","Si","Si","No","Si","53","49","57.0","OFICIAL","URBANO","N","F","A1"
"20194","MANIZALES","CALDAS","31.0","43","174","Estrato 2","No sabe","No sabe","3 a 4","Dos","No","Si","No","No","39","30","23.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","71.0","69","344","Estrato 3","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","3 a 4","Tres","Si","Si","No","Si","71","65","66.0","NO OFICIAL","URBANO","N","M","A2"
"20194","RIOSUCIO","CALDAS","36.0","41","188","Estrato 2","Primaria incompleta","Primaria incompleta","3 a 4","Cuatro","No","No","No","No","35","38","40.0","OFICIAL","RURAL","N","F","A-"
"20194","LA DORADA","CALDAS","47.0","58","261","Estrato 3","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","3 a 4","Dos","Si","Si","No","Si","53","49","57.0","OFICIAL","URBANO","N","F","A1"
"20194","VILLAMARÍA","CALDAS","56.0","71","303","Estrato 3","Educación profesional completa","Educación profesional completa","3 a 4","Tres","Si","Si","Si","Si","59","59","53.0","NO OFICIAL","URBANO","N","F","A1"
"20194","VILLAMARÍA","CALDAS","59.0","54","241","Estrato 4","Educación profesional completa","Educación profesional completa","3 a 4","Dos","Si","Si","Si","Si","43","35","53.0","NO OFICIAL","RURAL","","M","A1"
"20194","RIOSUCIO","CALDAS","36.0","41","188","Estrato 2","Primaria incompleta","Primaria incompleta","3 a 4","Cuatro","No","No","No","No","35","38","40.0","OFICIAL","RURAL","N","F","A-"
"20194","SUPÍA","CALDAS","35.0","38","175","Estrato 1","Primaria incompleta","Primaria incompleta","3 a 4","Tres","No","No","No","No","31","37","31.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","30.0","23","150","Estrato 1","Técnica o tecnológica completa","Primaria completa","5 a 6","Tres","Si","Si","No","Si","35","32","29.0","OFICIAL","URBANO","N","M","A-"
"20194","RIOSUCIO","CALDAS","30.0","24","162","Estrato 3","Primaria completa","Primaria completa","3 a 4","Dos","No","No","No","No","43","30","39.0","OFICIAL","RURAL","N","M","A-"
"20194","MANZANARES","CALDAS","72.0","78","359","Estrato 2","Secundaria (Bachillerato) completa","Primaria incompleta","3 a 4","Tres","No","No","No","Si","66","74","63.0","OFICIAL","RURAL","N","F","A2"
"20194","SUPÍA","CALDAS","35.0","38","175","Estrato 1","Primaria incompleta","Primaria incompleta","3 a 4","Tres","No","No","No","No","31","37","31.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","31.0","43","174","Estrato 2","No sabe","No sabe","3 a 4","Dos","No","Si","No","No","39","30","23.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","50.0","60","257","Estrato 2","Secundaria (Bachillerato) completa","No sabe","3 a 4","Dos","No","Si","Si","Si","47","49","51.0","NO OFICIAL","URBANO","N","F","A1"
"20194","SALAMINA","CALDAS","48.0","63","266","Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","5 a 6","Seis o mas","No","Si","No","Si","44","58","52.0","OFICIAL","URBANO","N","F","A1"
"20194","PÁCORA","CALDAS","46.0","57","245","Estrato 2","Primaria completa","Primaria incompleta","3 a 4","Tres","No","No","No","Si","46","47","50.0","OFICIAL","URBANO","N","F","A1"
"20194","MANIZALES","CALDAS","30.0","23","150","Estrato 1","Técnica o tecnológica completa","Primaria completa","5 a 6","Tres","Si","Si","No","Si","35","32","29.0","OFICIAL","URBANO","N","M","A-"
"20194","MANIZALES","CALDAS","50.0","60","257","Estrato 2","Secundaria (Bachillerato) completa","No sabe","3 a 4","Dos","No","Si","Si","Si","47","49","51.0","NO OFICIAL","URBANO","N","F","A1"
"20194","SALAMINA","CALDAS","48.0","63","266","Estrato 1","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","5 a 6","Seis o mas","No","Si","No","Si","44","58","52.0","OFICIAL","URBANO","N","F","A1"
"20194","PÁCORA","CALDAS","46.0","57","245","Estrato 2","Primaria completa","Primaria incompleta","3 a 4","Tres","No","No","No","Si","46","47","50.0","OFICIAL","URBANO","N","F","A1"
"20194","LA MERCED","CALDAS","50.0","50","238","Estrato 2","Primaria incompleta","Secundaria (Bachillerato) incompleta","3 a 4","Cinco","No","No","No","Si","49","41","49.0","OFICIAL","URBANO","N","F","A1"
"20194","BELALCÁZAR","CALDAS","51.0","45","255","Estrato 3","Postgrado","Secundaria (Bachillerato) completa","3 a 4","Dos","Si","Si","Si","Si","49","54","66.0","OFICIAL","URBANO","N","F","A2"
"20194","MANIZALES","CALDAS","47.0","42","235","Estrato 2","Técnica o tecnológica incompleta","Secundaria (Bachillerato) completa","3 a 4","Tres","Si","Si","Si","Si","52","45","54.0","OFICIAL","URBANO","N","F","A1"
"20194","MANIZALES","CALDAS","76.0","100","424","Estrato 3","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","3 a 4","Dos","Si","Si","No","Si","77","81","100.0","OFICIAL","URBANO","N","M","B+"
"20194","LA MERCED","CALDAS","50.0","50","238","Estrato 2","Primaria incompleta","Secundaria (Bachillerato) incompleta","3 a 4","Cinco","No","No","No","Si","49","41","49.0","OFICIAL","URBANO","N","F","A1"
"20194","SUPÍA","CALDAS","62.0","72","340","Estrato 2","Secundaria (Bachillerato) completa","","","","","No","","","65","72","70.0","OFICIAL","URBANO","N","M","B1"
"20194","MANIZALES","CALDAS","47.0","42","235","Estrato 2","Técnica o tecnológica incompleta","Secundaria (Bachillerato) completa","3 a 4","Tres","Si","Si","Si","Si","52","45","54.0","OFICIAL","URBANO","N","F","A1"
"20194","PENSILVANIA","CALDAS","46.0","53","233","Estrato 2","Secundaria (Bachillerato) incompleta","Primaria completa","3 a 4","Uno","No","No","No","Si","38","49","48.0","OFICIAL","RURAL","N","F","A1"
"20194","CHINCHINÁ","CALDAS","51.0","53","269","Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","3 a 4","Dos","Si","Si","No","Si","56","54","58.0","OFICIAL","URBANO","N","M","A2"
"20194","MANIZALES","CALDAS","56.0","55","255","Estrato 2","Primaria completa","Técnica o tecnológica completa","3 a 4","Dos","Si","Si","Si","Si","52","43","46.0","OFICIAL","URBANO","","F","A-"
"20194","RIOSUCIO","CALDAS","34.0","42","195","Estrato 1","Primaria incompleta","No sabe","7 a 8","Cuatro","No","No","No","No","43","37","40.0","OFICIAL","URBANO","N","M","A-"
"20194","PENSILVANIA","CALDAS","46.0","53","233","Estrato 2","Secundaria (Bachillerato) incompleta","Primaria completa","3 a 4","Uno","No","No","No","Si","38","49","48.0","OFICIAL","RURAL","N","F","A1"
"20194","CHINCHINÁ","CALDAS","51.0","53","269","Estrato 2","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) incompleta","3 a 4","Dos","Si","Si","No","Si","56","54","58.0","OFICIAL","URBANO","N","M","A2"
"20194","MANIZALES","CALDAS","56.0","55","255","Estrato 2","Primaria completa","Técnica o tecnológica completa","3 a 4","Dos","Si","Si","Si","Si","52","43","46.0","OFICIAL","URBANO","","F","A-"
"20194","RIOSUCIO","CALDAS","34.0","42","195","Estrato 1","Primaria incompleta","No sabe","7 a 8","Cuatro","No","No","No","No","43","37","40.0","OFICIAL","URBANO","N","M","A-"
"20194","MANIZALES","CALDAS","76.0","100","424","Estrato 3","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","3 a 4","Dos","Si","Si","No","Si","77","81","100.0","OFICIAL","URBANO","N","M","B+"
"20194","RIOSUCIO","CALDAS","64.0","54","296","Estrato 2","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","","Uno","No","No","No","Si","60","61","52.0","OFICIAL","URBANO","N","M","A1"
"20194","MANIZALES","CALDAS","64.0","74","336","Estrato 4","Educación profesional completa","Educación profesional completa","5 a 6","Tres","Si","Si","Si","Si","64","67","67.0","NO OFICIAL","URBANO","N","M","A2"
"20194","MARULANDA","CALDAS","32.0","51","178","","","","3 a 4","Dos","No","","No","No","32","29","30.0","OFICIAL","URBANO","N","F","A-"
"20194","CHINCHINÁ","CALDAS","56.0","67","286","Estrato 1","Secundaria (Bachillerato) incompleta","Primaria incompleta","3 a 4","Tres","No","Si","Si","Si","52","54","56.0","NO OFICIAL","URBANO","","F","A1"
"20194","VICTORIA","CALDAS","57.0","65","290","","Educación profesional completa","Secundaria (Bachillerato) completa","3 a 4","Tres","No","Si","No","No","50","65","42.0","OFICIAL","URBANO","N","M","A-"
"20194","MANIZALES","CALDAS","64.0","74","336","Estrato 4","Educación profesional completa","Educación profesional completa","5 a 6","Tres","Si","Si","Si","Si","64","67","67.0","NO OFICIAL","URBANO","N","M","A2"
"20194","MARULANDA","CALDAS","32.0","51","178","","","","3 a 4","Dos","No","","No","No","32","29","30.0","OFICIAL","URBANO","N","F","A-"
"20194","CHINCHINÁ","CALDAS","56.0","67","286","Estrato 1","Secundaria (Bachillerato) incompleta","Primaria incompleta","3 a 4","Tres","No","Si","Si","Si","52","54","56.0","NO OFICIAL","URBANO","","F","A1"
"20194","VICTORIA","CALDAS","57.0","65","290","","Educación profesional completa","Secundaria (Bachillerato) completa","3 a 4","Tres","No","Si","No","No","50","65","42.0","OFICIAL","URBANO","N","M","A-"
"20194","RISARALDA","CALDAS","57.0","62","277","Estrato 2","Ninguno","Ninguno","9 o más","Cuatro","No","No","No","No","54","52","44.0","OFICIAL","RURAL","","F","A-"
"20194","MANIZALES","CALDAS","61.0","62","308","Estrato 2","Secundaria (Bachillerato) completa","Primaria incompleta","7 a 8","Cuatro","Si","Si","No","Si","62","64","53.0","OFICIAL","URBANO","N","F","A1"
"20194","SALAMINA","CALDAS","49.0","54","240","Estrato 1","Secundaria (Bachillerato) incompleta","Primaria incompleta","3 a 4","Uno","No","No","No","No","46","46","39.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","74.0","65","348","Estrato 3","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","1 a 2","Dos","Si","Si","No","Si","76","67","60.0","OFICIAL","URBANO","N","F","A2"
"20194","RISARALDA","CALDAS","57.0","62","277","Estrato 2","Ninguno","Ninguno","9 o más","Cuatro","No","No","No","No","54","52","44.0","OFICIAL","RURAL","","F","A-"
"20194","MANIZALES","CALDAS","61.0","62","308","Estrato 2","Secundaria (Bachillerato) completa","Primaria incompleta","7 a 8","Cuatro","Si","Si","No","Si","62","64","53.0","OFICIAL","URBANO","N","F","A1"
"20194","PENSILVANIA","CALDAS","56.0","63","290","Sin Estrato","Primaria incompleta","Primaria completa","5 a 6","Cuatro","No","No","No","No","58","56","55.0","OFICIAL","RURAL","N","F","A1"
"20194","MANIZALES","CALDAS","74.0","65","348","Estrato 3","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","1 a 2","Dos","Si","Si","No","Si","76","67","60.0","OFICIAL","URBANO","N","F","A2"
"20194","MANIZALES","CALDAS","51.0","58","290","Estrato 3","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","3 a 4","Dos","Si","Si","No","Si","60","63","58.0","OFICIAL","URBANO","N","F","A2"
"20194","FILADELFIA","CALDAS","44.0","37","211","Estrato 1","Técnica o tecnológica completa","Primaria incompleta","5 a 6","Cuatro","No","No","No","Si","48","40","42.0","OFICIAL","URBANO","N","F","A-"
"20194","PENSILVANIA","CALDAS","56.0","63","290","Sin Estrato","Primaria incompleta","Primaria completa","5 a 6","Cuatro","No","No","No","No","58","56","55.0","OFICIAL","RURAL","N","F","A1"
"20194","PENSILVANIA","CALDAS","34.0","37","182","Estrato 1","Secundaria (Bachillerato) incompleta","Primaria completa","3 a 4","Tres","Si","No","No","Si","40","35","35.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","46.0","54","257","Estrato 3","Secundaria (Bachillerato) incompleta","Primaria completa","3 a 4","Tres","Si","Si","No","Si","58","47","54.0","OFICIAL","URBANO","N","F","A1"
"20194","VICTORIA","CALDAS","44.0","59","255","Estrato 1","Educación profesional completa","Educación profesional completa","5 a 6","Cuatro","Si","Si","Si","Si","53","48","51.0","OFICIAL","RURAL","","F","A1"
"20194","SALAMINA","CALDAS","49.0","54","240","Estrato 1","Secundaria (Bachillerato) incompleta","Primaria incompleta","3 a 4","Uno","No","No","No","No","46","46","39.0","OFICIAL","URBANO","N","F","A-"
"20194","PENSILVANIA","CALDAS","34.0","37","182","Estrato 1","Secundaria (Bachillerato) incompleta","Primaria completa","3 a 4","Tres","Si","No","No","Si","40","35","35.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","46.0","54","257","Estrato 3","Secundaria (Bachillerato) incompleta","Primaria completa","3 a 4","Tres","Si","Si","No","Si","58","47","54.0","OFICIAL","URBANO","N","F","A1"
"20194","VICTORIA","CALDAS","44.0","59","255","Estrato 1","Educación profesional completa","Educación profesional completa","5 a 6","Cuatro","Si","Si","Si","Si","53","48","51.0","OFICIAL","RURAL","","F","A1"
"20194","PALESTINA","CALDAS","39.0","54","203","Estrato 1","Ninguno","Ninguno","3 a 4","Dos","No","No","No","No","41","26","47.0","OFICIAL","URBANO","N","F","A-"
"20194","RIOSUCIO","CALDAS","64.0","54","296","Estrato 2","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","","Uno","No","No","No","Si","60","61","52.0","OFICIAL","URBANO","N","M","A1"
"20194","BELALCÁZAR","CALDAS","51.0","45","255","Estrato 3","Postgrado","Secundaria (Bachillerato) completa","3 a 4","Dos","Si","Si","Si","Si","49","54","66.0","OFICIAL","URBANO","N","F","A2"
"20194","MANIZALES","CALDAS","63.0","67","318","Estrato 4","Postgrado","Educación profesional completa","3 a 4","Tres","Si","Si","Si","Si","58","65","67.0","NO OFICIAL","URBANO","N","F","A2"
"20194","MARMATO","CALDAS","22.0","42","169","","","","","","","","","","38","33","35.0","OFICIAL","RURAL","N","M","A-"
"20194","RIOSUCIO","CALDAS","58.0","64","285","Estrato 1","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","3 a 4","Tres","Si","Si","Si","Si","51","53","63.0","OFICIAL","URBANO","N","F","A2"
"20194","MANIZALES","CALDAS","51.0","58","290","Estrato 3","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) incompleta","3 a 4","Dos","Si","Si","No","Si","60","63","58.0","OFICIAL","URBANO","N","F","A2"
"20194","MANIZALES","CALDAS","63.0","67","318","Estrato 4","Postgrado","Educación profesional completa","3 a 4","Tres","Si","Si","Si","Si","58","65","67.0","NO OFICIAL","URBANO","N","F","A2"
"20194","MARMATO","CALDAS","22.0","42","169","","","","","","","","","","38","33","35.0","OFICIAL","RURAL","N","M","A-"
"20194","RIOSUCIO","CALDAS","58.0","64","285","Estrato 1","Técnica o tecnológica completa","Secundaria (Bachillerato) completa","3 a 4","Tres","Si","Si","Si","Si","51","53","63.0","OFICIAL","URBANO","N","F","A2"
"20194","SAMANÁ","CALDAS","24.0","37","173","Estrato 3","Educación profesional completa","Educación profesional completa","3 a 4","Cuatro","Si","Si","Si","Si","39","38","37.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","47.0","54","254","Estrato 2","Secundaria (Bachillerato) completa","Primaria incompleta","3 a 4","Dos","No","Si","No","Si","53","50","49.0","OFICIAL","URBANO","N","M","A1"
"20194","PALESTINA","CALDAS","39.0","54","203","Estrato 1","Ninguno","Ninguno","3 a 4","Dos","No","No","No","No","41","26","47.0","OFICIAL","URBANO","N","F","A-"
"20194","MARQUETALIA","CALDAS","43.0","41","195","Estrato 2","Ninguno","Secundaria (Bachillerato) incompleta","5 a 6","Tres","Si","No","No","No","43","33","28.0","OFICIAL","RURAL","","M","A-"
"20194","SAMANÁ","CALDAS","24.0","37","173","Estrato 3","Educación profesional completa","Educación profesional completa","3 a 4","Cuatro","Si","Si","Si","Si","39","38","37.0","OFICIAL","URBANO","N","F","A-"
"20194","MANIZALES","CALDAS","47.0","54","254","Estrato 2","Secundaria (Bachillerato) completa","Primaria incompleta","3 a 4","Dos","No","Si","No","Si","53","50","49.0","OFICIAL","URBANO","N","M","A1"
"20194","MANIZALES","CALDAS","66.0","66","340","Estrato 3","Técnica o tecnológica completa","Técnica o tecnológica completa","3 a 4","Tres","Si","Si","No","Si","71","67","74.0","NO OFICIAL","URBANO","N","M","B1"
"20194","MANIZALES","CALDAS","42.0","59","247","Estrato 4","Educación profesional completa","Educación profesional completa","5 a 6","Cinco","Si","Si","Si","Si","39","54","61.0","NO OFICIAL","URBANO","N","M","A2"
"20194","SALAMINA","CALDAS","32.0","48","201","Estrato 2","Primaria incompleta","Secundaria (Bachillerato) completa","3 a 4","Cuatro","Si","Si","No","Si","42","38","42.0","OFICIAL","URBANO","N","M","A-"
"20194","LA DORADA","CALDAS","61.0","60","290","Estrato 3","Técnica o tecnológica completa","Técnica o tecnológica completa","3 a 4","Cuatro","Si","Si","Si","Si","60","51","57.0","NO OFICIAL","URBANO","N","F","A1"
"20194","MANIZALES","CALDAS","66.0","66","340","Estrato 3","Técnica o tecnológica completa","Técnica o tecnológica completa","3 a 4","Tres","Si","Si","No","Si","71","67","74.0","NO OFICIAL","URBANO","N","M","B1"
"20194","MARQUETALIA","CALDAS","43.0","41","195","Estrato 2","Ninguno","Secundaria (Bachillerato) incompleta","5 a 6","Tres","Si","No","No","No","43","33","28.0","OFICIAL","RURAL","","M","A-"
